external_gene_name	GM2091_avg	GM2092_avg	GM2093_avg	GM2094_avg	GM2095_avg	GM2096_avg	GM2097_avg	GM2100_avg
1700120O09Rik	0	0	0	0	0	0	0	0
1700121C08Rik	7	15	5	21	11	7	3	6
1700121L03Rik	0	0	0	0	0	0	0	0
1700121L16Rik	0	0	0	0	0	0	0	0
1700121N20Rik	0	0	0	1	0	0	0	0
1700122C19Rik	0	1	0	0	1	0	0	0
1700122D07Rik	0	0	0	0	0	0	0	0
1700122E12Rik	0	2	3	0	0	0	1	0
1700122H20Rik	0	0	0	0	0	0	0	0
1700122O11Rik	0	0	0	0	0	0	0	0
1700123J17Rik	0	0	0	0	1	0	0	1
1700123K08Rik	5	2	1	5	0	0	0	0
1700123M08Rik	26	50	34	47	16	28	33	31
1700123O12Rik	0	0	0	0	0	0	0	0
1700123O20Rik	474	382	386	480	328	386	370	397
1700123O21Rik	6	4	5	0	8	3	3	2
1700124L16Rik	101	49	38	94	29	31	25	58
1700124M09Rik	0	0	0	0	0	0	0	0
1700125G02Rik	1	0	0	0	0	0	1	1
1700125G22Rik	0	1	2	3	0	2	2	0
1700125H03Rik	0	0	0	0	0	1	0	0
1700126A01Rik	0	0	0	0	0	0	0	0
1700126G02Rik	2	6	1	10	0	1	2	6
1700126H18Rik	0	0	0	0	0	0	0	0
1700127F24Rik	1	0	0	0	0	0	0	0
1700128A07Rik	0	0	0	0	0	0	0	0
1700128E19Rik	0	0	0	1	0	0	0	0
1700128F08Rik	0	1	0	0	0	0	0	0
1700128I11Rik	0	0	0	0	0	0	0	0
1700129C05Rik	0	0	0	0	0	0	0	0
1700129L04Rik	0	0	1	0	1	0	1	0
1810006J02Rik	0	0	0	0	0	0	0	0
1810007C17Rik	0	0	0	1	0	1	0	0
1810007D17Rik	2	1	2	2	2	2	1	3
1810008B01Rik	3	2	1	3	1	0	0	1
1810008I18Rik	0	0	0	1	0	0	0	0
1810009A15Rik	6	14	9	10	5	7	15	7
1810009J06Rik	0	0	0	0	0	0	0	0
1810010H24Rik	136	138	101	212	66	80	70	106
1810010K12Rik	0	3	12	10	7	8	4	7
1810012K08Rik	0	0	1	5	1	2	6	5
1810012K16Rik	7	7	6	13	6	6	2	3
1810013D15Rik	6	4	3	5	6	4	3	1
1810014B01Rik	28	51	81	96	59	90	73	117
1810014P07Rik	0	3	0	3	0	3	1	1
1810017P11Rik	1	0	0	2	0	0	0	0
1810018F18Rik	0	0	0	0	0	0	0	0
1810019D21Rik	1	2	1	2	0	2	2	0
1810019N24Rik	1	8	7	3	9	6	2	5
1810021B22Rik	28	30	16	39	12	23	13	19
1810024B03Rik	42	57	19	62	26	25	22	19
1810028F09Rik	1	0	0	0	3	2	1	0
1810030O07Rik	881	791	748	850	685	698	688	864
1810034E14Rik	4	2	3	2	3	4	0	3
1810035K13Rik	0	0	0	0	0	0	0	0
1810037I17Rik	372	342	431	451	375	438	421	482
1810041H14Rik	19	22	19	17	13	8	9	8
1810044D09Rik	29	31	8	31	9	13	11	11
1810044K17Rik	0	0	0	0	0	0	0	0
1810049I09Rik	0	0	0	0	0	0	0	0
1810049J17Rik	16	8	10	28	4	5	6	12
1810053B23Rik	0	0	0	0	0	0	0	0
1810055G02Rik	493	460	527	576	468	522	507	582
1810058N15Rik	0	0	0	1	0	0	0	0
1810059C17Rik	0	2	2	0	2	2	2	0
1810059H22Rik	41	51	43	64	54	50	32	46
1810062G17Rik	2	4	5	3	5	3	5	0
1810062O18Rik	22	47	21	71	21	29	22	34
1810063I02Rik	0	0	0	0	0	0	1	0
1810064F22Rik	0	0	2	1	1	1	3	2
1810065E05Rik	0	0	0	0	0	0	0	0
1810073O08Rik	2	9	17	20	3	3	4	4
2010001A14Rik	74	98	107	133	66	89	69	88
2010001K21Rik	10	17	43	15	21	36	38	38
2010001M07Rik	0	0	0	0	0	0	0	0
2010003K11Rik	1	1	0	2	1	0	0	0
2010007H06Rik	22	12	47	22	33	48	32	34
2010008C14Rik	2	3	7	9	0	4	3	3
2010009K17Rik	0	0	0	1	0	0	0	0
2010010A06Rik	2	0	0	0	0	0	0	0
2010013B24Rik	2	1	2	0	0	3	4	3
2010016I18Rik	2	1	2	3	2	3	1	1
2010103J01Rik	0	0	0	0	0	0	0	0
2010106C02Rik	0	0	0	0	0	0	0	0
2010106E10Rik	0	0	0	1	0	0	0	0
2010106G04Rik	1	0	1	1	0	0	0	0
2010109A12Rik	5	5	3	4	8	12	5	3
2010109P13Rik	0	0	0	0	0	0	0	0
2010110E17Rik	1	0	0	3	0	0	0	0
2010110G14Rik	0	0	0	0	0	0	0	0
2010110K18Rik	1	0	1	0	0	1	0	2
2010203P06Rik	0	0	0	0	0	0	0	0
2010204K13Rik	239	241	397	282	309	353	344	335
2010308F09Rik	6	10	6	11	7	3	2	4
2010309G21Rik	0	0	0	0	1	0	0	0
2010310C07Rik	2	1	0	0	0	0	0	1
2010315B03Rik	248	358	435	401	389	438	458	557
2010320M18Rik	109	126	97	171	64	126	81	94
2010320O07Rik	24	25	21	21	20	21	18	17
2200002A13Rik	2	0	0	0	0	0	0	0
2200002D01Rik	19	9	5	24	1	3	5	1
2200002J24Rik	0	0	0	0	0	0	0	0
2200007N16Rik	0	0	0	0	0	0	0	0
2210009P08Rik	1	0	0	1	0	0	0	0
2210011K15Rik	1	1	0	1	0	0	0	0
2210016F16Rik	139	166	301	215	206	285	268	266
2210016L21Rik	2731	2521	2837	3265	2371	2644	2451	3002
2210017I01Rik	0	0	0	0	0	0	0	0
2210020O09Rik	0	0	0	0	0	0	0	0
2210022D18Rik	0	0	0	0	0	0	0	0
2210039B01Rik	0	0	0	0	0	0	0	0
2210404E10Rik	1	0	0	0	0	0	0	0
2210406H18Rik	3	2	1	4	0	0	1	0
2210406O10Rik	203	223	100	267	98	120	92	98
2210408F21Rik	92	105	184	124	128	152	153	178
2210408I21Rik	246	282	292	263	252	338	256	300
2210409D07Rik	0	0	0	0	0	0	1	2
2210409E12Rik	0	0	0	1	0	0	0	0
2210411M09Rik	0	0	0	0	1	0	0	1
2210412B16Rik	25	11	23	18	23	21	15	19
2210414B05Rik	0	0	0	0	0	0	0	0
2210414F02Rik	0	0	0	0	0	0	0	0
2210417A02Rik	0	0	0	0	0	0	0	0
2210418O10Rik	0	0	0	0	0	0	0	0
2210420H20Rik	0	0	0	0	1	1	0	0
2300002M23Rik	1	0	0	1	0	0	0	0
2300003K06Rik	0	0	0	0	0	0	0	0
2300009A05Rik	469	344	210	500	184	262	213	277
2310001H17Rik	12	9	12	10	10	7	2	2
2310001K20Rik	0	0	0	0	0	0	0	0
2310001K24Rik	4	7	0	8	0	1	0	0
2310002D06Rik	6	1	2	8	0	2	0	1
2310002F09Rik	64	90	171	123	156	186	223	186
2310002L09Rik	0	0	0	0	1	1	0	0
2310003L06Rik	0	0	0	0	0	0	0	0
2310003N18Rik	0	0	1	0	1	0	0	0
2310005A03Rik	1	0	0	0	0	0	0	0
2310005E17Rik	0	0	0	0	0	0	0	0
2310008N11Rik	0	0	0	1	0	5	0	0
2310009B15Rik	172	143	131	242	112	130	140	168
2310010J17Rik	30	31	34	40	22	21	34	16
2310011J03Rik	441	456	677	743	555	643	672	653
2310014F06Rik	9	9	13	9	8	28	15	21
2310015A10Rik	200	309	211	330	166	196	135	205
2310015A16Rik	1	1	2	0	0	0	0	0
2310015D24Rik	2	0	0	4	0	0	0	1
2310015K22Rik	0	0	0	0	0	1	1	0
2310016D03Rik	0	0	0	0	0	0	0	0
2310016D23Rik	0	0	0	1	0	0	0	0
2310016G11Rik	0	1	12	3	2	2	5	7
2310020H05Rik	0	0	0	0	0	0	0	0
2310022A10Rik	675	631	646	958	575	648	584	697
2310022B05Rik	3393	3320	2772	5044	2458	2941	2222	3052
2310026I22Rik	7	5	6	6	2	5	6	7
2310026L22Rik	6	2	0	2	5	4	1	0
2310030A07Rik	2	0	0	1	0	0	0	1
2310030G06Rik	49	56	49	68	44	55	40	39
2310033P09Rik	198	211	431	318	332	337	375	440
2310034C09Rik	0	0	0	0	0	0	0	0
2310034G01Rik	20	17	20	40	6	9	12	9
2310034O05Rik	5	0	2	6	2	1	3	0
2310039H08Rik	122	102	56	165	45	73	50	45
2310039L15Rik	0	0	0	0	0	0	0	0
2310040G07Rik	14	7	7	3	7	17	12	6
2310040G24Rik	13	6	13	11	8	13	15	20
2310043L19Rik	6	1	0	0	1	0	2	0
2310043M15Rik	1	6	0	5	1	0	2	1
2310043O21Rik	0	0	1	0	0	0	0	0
2310043P16Rik	31	24	13	52	7	10	5	11
2310044K18Rik	3	2	1	9	0	1	0	1
2310046K23Rik	0	0	0	0	0	0	0	0
2310047D07Rik	4	1	12	5	11	11	9	3
2310050C09Rik	0	0	0	0	0	0	0	0
2310057J18Rik	2	4	0	5	1	0	0	0
2310057M21Rik	670	693	814	922	704	766	718	934
2310057N15Rik	0	0	0	0	0	0	0	0
2310058D17Rik	45	37	67	70	56	76	79	74
2310061I04Rik	1330	1089	1292	1261	1183	1173	1166	1430
2310061N02Rik	0	0	0	0	0	0	0	0
2310065F04Rik	1	0	0	0	1	0	0	1
2310067P03Rik	0	0	0	0	0	0	0	0
2310068J16Rik	15	18	2	23	10	6	7	8
2310069B03Rik	0	1	0	0	0	0	0	0
2310074N15Rik	29	47	16	81	11	17	6	16
2310075C17Rik	3	8	0	8	1	1	1	0
2310079G19Rik	0	0	0	0	0	0	0	0
2310081O03Rik	1	0	1	0	1	0	0	0
2400006E01Rik	0	0	0	0	0	0	0	0
2410002F23Rik	1335	1147	1079	1465	1038	1068	1023	1139
2410003I16Rik	0	1	0	1	0	0	2	0
2410003L11Rik	1	0	3	0	0	1	1	2
2410004B18Rik	515	447	629	577	495	579	548	632
2410004I01Rik	6	7	12	1	11	10	9	10
2410004P03Rik	52	91	77	39	47	84	66	53
2410006H16Rik	666	618	337	903	306	362	340	318
2410012E07Rik	0	0	0	0	0	0	0	0
2410017I17Rik	0	1	0	0	0	0	0	1
2410018L13Rik	2	3	3	4	8	16	3	6
2410021H03Rik	0	0	0	1	0	1	0	0
2410022M11Rik	83	93	66	131	50	86	50	90
2410024N13Rik	0	0	0	0	0	0	0	0
2410039M03Rik	0	0	0	0	0	0	0	0
2410080I02Rik	3	7	19	7	11	11	13	8
2410124H12Rik	1	1	2	0	1	3	1	2
2410137M14Rik	13	14	6	7	6	2	5	1
2410152P15Rik	0	0	0	0	0	0	0	0
2500002B13Rik	31	18	33	26	33	40	33	40
2500004C02Rik	191	240	239	266	190	199	193	214
2510002D24Rik	381	301	313	459	274	290	292	348
2510009E07Rik	1850	1688	1764	2397	1482	1855	1736	2211
2510016D11Rik	29	43	29	62	17	29	28	29
2510017J16Rik	22	18	7	12	20	11	11	17
2510039O18Rik	849	695	757	959	665	824	666	833
2510046G10Rik	42	37	15	69	7	10	17	8
2600002D14Rik	3	4	5	3	1	5	3	6
2600006K01Rik	4	1	1	2	2	1	1	1
2600014E21Rik	74	76	101	28	134	109	76	114
2610001A08Rik	0	0	0	0	0	0	0	0
2610005L07Rik	67	43	53	59	73	66	66	57
2610008E11Rik	1187	974	971	1227	740	986	927	1115
2610011E03Rik	1	1	5	1	3	4	2	1
2610012C04Rik	2	2	2	0	3	1	2	4
2610016A17Rik	1	0	0	1	0	0	0	0
2610017A05Rik	7	16	5	33	2	5	10	11
2610020C07Rik	58	46	8	68	19	28	37	27
2610021A01Rik	414	390	645	568	495	622	642	720
2610024D14Rik	0	0	0	0	0	0	0	0
2610027F03Rik	0	0	0	0	0	0	0	0
2610027K06Rik	3	2	1	4	1	2	2	1
2610028D06Rik	60	41	14	61	18	21	16	18
2610028E06Rik	31	18	8	13	12	14	7	10
2610028H24Rik	0	3	9	0	0	0	6	3
2610034O05Rik	0	0	0	0	0	0	0	0
2610035D17Rik	350	338	414	445	379	438	424	463
2610035F20Rik	24	26	21	19	12	11	12	6
2610037D02Rik	93	92	60	98	77	72	56	90
2610042L04Rik	4	2	1	6	7	8	8	10
2610044O15Rik8	366	464	418	530	337	385	409	524
2610105M22Rik	0	0	0	0	0	0	0	0
2610203C22Rik	9	14	20	28	15	12	24	34
2610204G07Rik	0	0	0	0	0	0	0	0
2610206C17Rik	0	2	0	3	2	1	3	1
2610300A13Rik	0	0	0	0	0	0	0	0
2610300M13Rik	2	4	4	5	1	1	2	6
2610303G11Rik	0	0	0	0	0	0	0	0
2610306M01Rik	78	108	125	151	96	128	141	126
2610306O10Rik	3	1	2	0	4	2	0	1
2610307P16Rik	9	8	5	2	5	8	1	3
2610316D01Rik	50	38	60	47	48	51	48	73
2610318M16Rik	2	2	1	0	3	10	6	0
2610318N02Rik	6	8	5	11	6	11	3	12
2610507I01Rik	111	119	154	120	144	149	148	161
2610509F24Rik	0	1	0	0	0	0	0	0
2610528J11Rik	0	0	0	0	0	0	0	0
2700029L08Rik	8	4	24	6	27	15	18	19
2700033N17Rik	13	3	5	14	4	8	9	7
2700038G22Rik	32	26	32	31	20	24	27	30
2700046A07Rik	24	29	21	32	18	19	23	12
2700049A03Rik	336	308	323	301	278	265	333	351
2700052C19Rik	24	12	29	13	22	33	31	40
2700054A10Rik	53	54	77	62	64	68	70	82
2700062C07Rik	287	273	292	376	199	238	216	279
2700068H02Rik	18	4	4	6	2	8	6	9
2700069I18Rik	3	15	7	15	8	8	16	8
2700078F05Rik	3	3	2	1	2	3	1	2
2700080J24Rik	0	0	0	0	0	0	1	1
2700089I24Rik	2	0	1	1	0	1	0	0
2700097O09Rik	384	368	274	465	252	282	267	354
2700099C18Rik	19	12	11	26	6	7	11	6
2810001G20Rik	306	318	251	431	208	228	221	227
2810002D19Rik	50	48	89	69	80	85	92	93
2810004N23Rik	429	428	584	546	456	567	477	595
2810013P06Rik	531	612	532	879	456	555	505	614
2810021J22Rik	440	292	229	368	221	271	274	304
2810025M15Rik	354	315	294	393	199	296	296	286
2810029C07Rik	374	374	246	438	238	259	245	334
2810030D12Rik	1	1	4	2	3	4	0	5
2810032G03Rik	85	92	219	104	165	218	199	252
2810039B14Rik	41	36	43	48	47	43	33	44
2810047C21Rik1	0	0	0	0	0	0	0	0
2810049E08Rik	262	296	165	379	108	137	83	143
2810402E24Rik	143	228	133	290	87	98	104	117
2810403D21Rik	54	59	42	78	29	31	26	34
2810403G07Rik	0	0	1	0	0	0	0	0
2810404F17Rik	0	1	1	0	0	0	0	0
2810404M03Rik	3	1	2	0	2	4	1	3
2810405F15Rik	0	0	1	1	0	0	0	3
2810405F17Rik	27	29	33	51	39	37	32	51
2810407A14Rik	10	10	20	13	37	48	30	48
2810408A11Rik	10	11	9	17	6	9	9	8
2810408I11Rik	12	5	3	11	6	4	2	3
2810414N06Rik	23	29	50	60	20	44	43	50
2810428J06Rik	28	46	18	78	12	18	13	21
2810429I04Rik	30	36	35	29	38	49	48	73
2810430I11Rik	1	1	1	5	2	2	0	4
2810432F15Rik	0	2	0	0	0	0	0	0
2810433D01Rik	6	7	9	8	7	16	6	3
2810442N19Rik	1	0	0	0	0	0	0	0
2810454H06Rik	45	38	14	39	12	23	13	31
2810455O05Rik	341	312	322	381	300	302	304	384
2810457G06Rik	0	4	3	9	1	2	3	4
2810459M11Rik	197	325	493	497	281	412	372	442
2810471M01Rik	0	0	0	0	0	0	0	0
2900002M20Rik	0	1	0	1	0	2	0	2
2900005J15Rik	240	301	144	289	120	115	121	127
2900009J06Rik	25	13	19	26	20	19	23	19
2900018N21Rik	1	2	2	0	2	2	1	0
2900022M07Rik	156	107	159	130	159	134	176	195
2900024D18Rik	0	0	0	0	0	0	0	0
2900026A02Rik	2743	3692	5051	4614	4203	4493	4469	4562
2900027M19Rik	25	31	36	23	36	27	40	34
2900035J10Rik	0	1	0	0	0	0	0	0
2900037B21Rik	5	2	5	5	7	7	3	12
2900040C04Rik	52	32	5	13	32	222	105	30
2900041M22Rik	18	33	38	43	37	53	35	39
2900042G08Rik	0	0	0	0	0	0	0	0
2900042K21Rik	5	2	2	5	5	2	2	3
2900045O20Rik	30	26	8	37	9	13	6	10
2900052L18Rik	119	181	123	313	107	122	108	137
2900052N01Rik	1341	1232	1967	1869	1048	1185	1070	1277
2900057B20Rik	0	0	0	0	0	0	1	1
2900060B14Rik	0	0	1	0	1	0	0	0
2900060N12Rik	42	69	85	101	53	77	78	79
2900064F13Rik	39	54	74	85	73	94	114	102
2900064K03Rik	9	9	15	9	11	15	9	14
2900069G24Rik	0	2	2	3	0	2	2	2
2900072N19Rik	7	11	4	19	4	11	4	8
2900076A07Rik	178	259	208	245	183	189	196	257
2900076G11Rik	18	22	6	37	7	6	3	4
2900078I11Rik	6	7	8	5	8	7	3	7
2900079G21Rik	167	159	200	284	180	217	196	234
2900089D17Rik	65	45	58	72	59	58	48	60
2900092C05Rik	0	0	0	0	0	0	1	0
2900092N22Rik	3	7	5	5	10	5	8	3
2900092O11Rik	1	2	0	2	1	1	2	1
2900093K20Rik	95	69	54	111	35	45	51	32
3000002C10Rik	100	171	152	205	141	163	132	180
3010001F23Rik	17	15	29	22	24	15	24	39
3010003L21Rik	4	4	3	4	0	1	3	2
3100003L05Rik	6	7	3	5	2	2	3	4
3110004A20Rik	0	1	0	0	0	0	0	0
3110006O06Rik	3	4	9	11	8	12	4	8
3110009E18Rik	33	34	39	50	18	15	35	39
3110009F21Rik	1	1	3	0	3	1	0	2
3110009M11Rik	4	2	4	0	0	1	3	0
3110015C05Rik	0	0	0	0	0	0	0	1
3110018I06Rik	0	0	0	0	0	0	0	0
3110031N09Rik	0	0	0	2	1	0	0	0
3110039M20Rik	97	69	101	98	66	107	91	111
3110040M04Rik	0	0	0	0	0	0	0	0
3110040N11Rik	197	205	184	278	136	179	137	176
3110043J17Rik	1	1	2	2	3	1	4	8
3110045C21Rik	5	13	26	16	12	11	17	12
3110053B16Rik	67	74	47	144	48	63	65	73
3110056K07Rik	147	169	207	178	171	181	148	256
3110062G12Rik	3	0	0	1	4	1	0	2
3110067C02Rik	3	10	21	3	12	19	21	28
3110070M22Rik	35	30	19	52	35	26	40	35
3110080E11Rik	5	7	29	27	17	20	22	32
3110080O07Rik	1	1	2	3	0	1	3	1
3110082I17Rik	335	304	249	438	207	270	216	238
3110082J24Rik	13	18	29	12	31	32	29	39
3110083C13Rik	5	15	13	5	8	9	10	18
3110099E03Rik	2	0	0	3	0	0	0	3
3200001D21Rik	0	0	0	0	0	0	0	0
3222401L13Rik	27	22	39	27	42	50	51	61
3300002A11Rik	5	37	25	11	6	5	7	6
3300002I08Rik	13	20	9	17	14	10	23	17
3300002P13Rik	29	41	27	82	23	35	40	62
3300005D01Rik	0	2	0	0	0	1	0	2
3425401B19Rik	5	2	6	3	4	7	7	16
3632454L22Rik	9	7	40	17	33	31	23	37
3732407C23Rik	0	0	0	0	0	0	0	0
3830403N18Rik	5	1	0	1	1	1	1	0
3830406C13Rik	250	363	600	398	448	492	494	605
3830408C21Rik	329	314	195	378	146	172	150	203
3830422I06Rik	0	3	0	1	3	4	0	6
3830432H09Rik	2	3	2	2	2	2	0	0
3930402G23Rik	13	22	7	21	5	10	9	6
4631405J19Rik	4	1	1	1	0	3	1	0
4631422I05Rik	5	3	0	4	0	0	0	0
4632404H12Rik	972	1138	770	1410	658	706	673	912
4632404M16Rik	0	0	1	0	1	2	2	2
4632411P08Rik	16	4	12	33	12	4	7	14
4632415L05Rik	790	690	822	881	678	835	752	974
4632418H02Rik	10	11	17	13	9	8	12	12
4632427E13Rik	117	116	168	157	153	145	144	182
4632428C04Rik	6	11	9	10	15	19	24	13
4632432E15Rik	1	0	0	0	0	0	0	0
4633401B06Rik	8	6	9	9	5	6	11	7
4731419I09Rik	10	19	5	13	4	5	5	11
4732414G09Rik	19	23	26	46	14	14	11	16
4732416N19Rik	22	32	31	38	43	45	41	39
4732419C18Rik	42	39	18	37	18	14	10	13
4732440D04Rik	193	171	124	263	125	126	140	166
4732463B04Rik	35	27	18	40	27	23	22	33
4732465J04Rik	2	1	2	0	0	2	0	0
4732471J01Rik	167	140	119	150	117	115	97	126
4732487G21Rik	0	4	3	7	0	2	0	0
4732490B19Rik	8	4	5	5	1	2	1	2
4732491K20Rik	81	101	74	152	61	71	62	64
4732496C06Rik	211	171	105	212	90	99	85	145
4831440D22Rik	1	2	0	11	1	0	2	2
4833403J16Rik	18	5	6	9	2	5	1	3
4833404L02Rik	0	0	0	0	0	0	0	1
4833405L11Rik	0	0	0	1	0	0	0	0
4833407H14Rik	4	9	0	1	1	0	2	1
4833408A19Rik	3	10	8	12	3	5	11	14
4833411C07Rik	32	35	25	34	10	17	16	16
4833412C05Rik	7	4	4	5	4	2	6	8
4833412C15Rik	0	3	0	0	2	5	0	0
4833412K13Rik	69	40	35	43	44	46	31	44
4833413E03Rik	0	2	0	0	0	0	0	0
4833413G10Rik	146	161	114	174	84	123	96	105
4833415N18Rik	2	2	2	7	2	5	2	3
4833417C18Rik	11	13	7	20	12	6	7	4
4833418N02Rik	52	50	22	68	9	18	19	21
4833418N17Rik	0	0	0	0	0	0	0	0
4833419F23Rik	6	3	0	11	2	6	0	5
4833419O12Rik	0	0	0	0	0	0	0	0
4833420G17Rik	2168	1866	1277	2035	1191	1222	1277	1489
4833421G17Rik	1	0	1	0	1	1	0	1
4833421K07Rik	1	4	1	4	2	2	2	1
4833422C13Rik	156	169	175	203	177	209	226	271
4833422M21Rik	12	12	31	16	29	26	33	34
4833427F10Rik	0	0	0	0	0	0	0	0
4833428L15Rik	3	0	3	2	1	2	3	2
4833438C02Rik	101	95	50	151	31	48	51	58
4833439L19Rik	3400	3197	3516	4131	2880	3613	3365	3797
4833445I07Rik	220	181	93	300	109	117	109	118
4921501I09Rik	0	1	0	1	0	0	0	4
4921504A21Rik	88	133	79	116	56	90	99	72
4921504E06Rik	1	0	1	1	0	3	0	0
4921507G05Rik	1	1	1	0	1	1	3	2
4921507P07Rik	27	31	16	46	9	17	8	22
4921508D12Rik	0	0	0	0	0	1	0	1
4921508M14Rik	1	0	0	0	0	0	0	0
4921509A06Rik	0	1	0	0	0	0	0	0
4921509C19Rik	0	0	0	0	0	0	0	0
4921509O07Rik	3	4	2	3	0	0	1	1
4921509O09Rik	0	0	0	0	0	0	0	0
4921511C10Rik	0	0	1	3	0	0	0	0
4921511C20Rik	0	0	0	0	0	0	0	0
4921511E07Rik	0	0	0	0	0	0	0	0
4921511I17Rik	0	2	0	0	0	0	0	4
4921513H07Rik	0	1	0	0	0	0	0	0
4921513I03Rik	0	0	0	0	0	0	0	0
4921513I08Rik	0	0	0	0	0	0	0	0
4921514A10Rik	2	1	0	2	1	0	1	3
4921515E04Rik	0	1	0	1	0	0	0	0
4921515G04Rik	4	1	6	7	4	6	5	4
4921515L22Rik	0	0	0	0	0	0	0	0
4921516A02Rik	16	23	7	46	8	11	4	18
4921517D16Rik	0	0	0	0	0	0	0	0
4921517D22Rik	0	0	0	0	0	0	0	0
4921518K17Rik	1	0	0	0	0	0	0	0
4921520N01Rik	0	0	0	0	0	0	0	0
4921521D15Rik	0	0	0	0	0	0	0	0
4921522A10Rik	0	0	0	0	0	0	0	0
4921522P10Rik	0	0	0	0	0	0	0	0
4921523L03Rik	9	9	1	9	0	1	1	1
4921524J17Rik	146	153	155	166	115	194	215	178
4921524L21Rik	0	0	0	0	0	0	1	0
4921525O09Rik	0	1	0	0	2	2	0	0
4921527H02Rik	0	0	0	0	0	0	0	0
4921528I07Rik	0	0	0	0	0	1	0	2
4921529L05Rik	2	0	0	1	0	1	0	3
4921531C22Rik	28	58	67	67	50	63	56	61
4921531P14Rik	0	0	0	0	0	0	0	0
4921533I20Rik	0	0	0	0	0	0	0	0
4921534A09Rik	0	0	2	0	4	2	2	1
4921534H16Rik	1	0	0	2	0	0	0	0
4921536K21Rik	16	16	18	13	11	10	13	29
4921539E11Rik	0	1	0	0	0	0	0	0
4921539H07Rik	119	176	309	226	182	228	361	306
4922502N22Rik	0	0	0	0	0	1	0	1
4930401A07Rik	0	0	0	0	0	0	0	0
4930401C15Rik	0	0	0	0	0	0	0	0
4930401G09Rik	0	2	0	0	0	0	0	0
4930401O10Rik	0	0	0	1	0	0	0	0
4930401O12Rik	0	0	0	0	0	0	0	0
4930402C01Rik	0	0	0	0	0	0	0	0
4930402D18Rik	0	0	0	0	0	0	1	1
4930402F06Rik	0	0	1	0	0	0	0	0
4930402F11Rik	0	1	0	0	0	0	0	0
4930402H05Rik	0	0	0	0	0	0	0	0
4930402K13Rik	0	0	0	0	0	0	0	0
4930403D09Rik	0	0	0	0	0	0	0	0
4930403O18Rik	0	0	0	0	0	0	0	0
4930403P22Rik	0	0	1	0	0	1	0	0
4930404A05Rik	0	0	0	0	0	0	0	0
4930404A12Rik	1	5	0	8	1	2	2	6
4930404H11Rik	3	0	0	3	0	0	0	0
4930404H24Rik	0	1	0	1	0	1	0	0
4930404I05Rik	1	9	2	8	2	1	1	6
4930404I20Rik	0	0	0	0	0	0	0	0
4930404K13Rik	0	2	0	0	2	0	1	2
4930404O17Rik	0	0	0	0	0	0	0	0
4930405A10Rik	0	0	0	0	0	0	0	0
4930405A21Rik	4	3	9	3	1	5	4	8
4930405D01Rik	0	0	1	0	0	0	0	0
4930405D11Rik	0	0	1	0	0	1	0	0
4930405G09Rik	0	0	0	0	0	0	0	0
4930405H06Rik	0	0	0	0	0	0	0	0
4930405J17Rik	0	0	0	1	0	0	0	0
4930405L22Rik	0	0	0	0	0	0	0	0
4930405N21Rik	0	0	1	1	1	0	1	1
4930405O22Rik	0	4	2	0	2	2	0	0
4930406D18Rik	0	0	1	0	0	0	0	0
4930407G08Rik	0	0	1	0	0	0	0	0
4930407I10Rik	0	0	0	0	0	0	0	0
4930407I19Rik	0	0	0	0	0	0	0	0
4930408K08Rik	0	0	0	0	0	0	0	0
4930408O17Rik	2	3	4	6	0	3	4	4
4930412B13Rik	0	0	0	0	0	0	0	0
4930412C18Rik	33	29	43	55	37	45	47	47
4930412E21Rik	0	0	0	0	0	0	0	0
4930412F09Rik	0	0	0	0	0	0	0	0
4930412F12Rik	16	12	7	23	6	6	4	6
4930412M03Rik	3	1	1	1	0	0	1	1
4930412O13Rik	1	0	0	0	2	1	1	0
4930413E15Rik	0	0	0	0	0	0	0	0
4930413F20Rik	5	4	4	8	6	7	2	4
4930413G21Rik	4	7	1	8	1	2	0	2
4930414F18Rik	0	0	0	0	1	2	0	0
4930414N06Rik	0	0	0	5	0	0	0	2
4930415C11Rik	0	0	0	0	0	0	0	0
4930415H17Rik	0	0	0	0	0	0	0	0
4930415L06Rik	0	0	0	0	0	0	0	0
4930415O11Rik	1	0	0	0	0	0	0	0
4930415P13Rik	0	0	0	0	1	0	0	0
4930417H01Rik	15	7	4	16	4	3	4	2
4930417O13Rik	2	1	1	4	2	0	1	0
4930417O22Rik	0	0	0	0	0	0	0	0
4930419G24Rik	2	2	0	3	1	1	0	3
4930420G21Rik	0	0	0	0	0	1	0	0
4930420N18Rik	0	0	0	1	0	0	0	0
4930421C12Rik	0	0	2	4	2	0	1	1
4930421P07Rik	0	0	0	0	0	0	0	0
4930422C21Rik	1	0	0	0	1	0	0	0
4930422I22Rik	0	0	0	0	0	0	0	0
4930422M22Rik	0	0	0	1	0	2	0	1
4930423C22Rik	1	1	5	0	1	1	0	0
4930423D22Rik	15	11	7	21	3	11	6	9
4930423D24Rik	0	0	0	0	0	0	0	0
4930423M02Rik	0	0	0	0	0	0	0	0
4930425K10Rik	0	0	0	0	0	0	0	0
4930425K24Rik	0	0	0	0	0	0	0	0
4930425L21Rik	5	7	0	8	1	3	1	1
4930425O10Rik	0	0	2	2	0	0	0	0
4930425P05Rik	0	0	0	0	0	0	0	0
4930426D05Rik	16	20	18	14	28	12	9	13
4930426I24Rik	11	20	17	21	10	15	6	8
4930426L09Rik	33	51	18	64	20	18	21	27
